slope,manning_n,score,wse_rmse_m,wse_bias_m,velocity_rmse_ms,velocity_bias_ms,n_wse,n_velocity
0.00035088212858554386,0.07,0.834924837170205,0.7374821603921664,-0.36315340581779293,0.09744267677803861,0.06837518971813783,4715,4
3e-05,0.055,0.8367210736864767,0.747234498755979,0.5321696453899777,0.08948657493049773,-0.056638001257877976,4715,4
8.02300850165915e-05,0.09,0.8372262441334594,0.747703478579484,0.532887690504514,0.08952276555397534,-0.05669574910859892,4715,4
6.273837315547647e-05,0.08,0.8414261759702548,0.7516035832565451,0.5388327753826767,0.08982259271370975,-0.057172779217095626,4715,4
0.0002743830311563958,0.060000000000000005,0.8524252786360558,0.7510940671633778,-0.3845903466748584,0.101331211472678,0.0737348508085777,4715,4
4.906019313555284e-05,0.025,0.8608673468595126,0.7576222267514052,-0.3945858531272405,0.1032451201081074,0.07630606039465244,4715,4
0.0005738114998740221,0.08499999999999999,0.8642425380840838,0.7602243050808032,-0.3985248887141208,0.10401823300328057,0.07733384260367977,4715,4
0.0004487094833883728,0.07500000000000001,0.8655147256407008,0.7612040232566897,-0.4000029745920693,0.10431070238401102,0.07772115643085244,4715,4
0.00013120344887319337,0.04,0.8735454267809557,0.7673466513637628,-0.40929914851391314,0.10619877541719293,0.08019365244126708,4715,4
3.83641211819922e-05,0.065,0.8736970330094709,0.7816457994467967,0.5832967969091436,0.09205123356267417,-0.06064291996244626,4715,4
0.00016778350040221708,0.045,0.8765900870365112,0.7696717588208024,-0.4127507701890764,0.10691832821570882,0.08112760713546806,4715,4
0.00035088212858554386,0.065,0.877275059972431,0.7701943613690008,-0.4135246004617091,0.10708069860343027,0.08133775409083092,4715,4
0.00010259855680060184,0.035,0.8797679378813964,0.7720949777332897,-0.41633234100072464,0.10767296014810664,0.08210245984321755,4715,4
0.00021456221805898323,0.05,0.8870099125400351,0.7776039628998287,-0.4244112011063628,0.10940594964020643,0.08432398351709951,4715,4
4.906019313555284e-05,0.07500000000000001,0.8909712766524122,0.7977407904620373,0.6065164645556713,0.09323048619037487,-0.062430840482143764,4715,4
6.273837315547647e-05,0.08499999999999999,0.8928710678821298,0.7995114433782279,0.6090517895336518,0.09335962450390185,-0.06262485063934281,4715,4
8.02300850165915e-05,0.030000000000000002,0.8983521915845821,0.7861922248079349,-0.43685889109829956,0.11215996677664722,0.08780895472237368,4715,4
0.0005738114998740221,0.08,0.9000778427742084,0.7874945917780486,-0.43873046145093425,0.11258325099615984,0.08833998749204702,4715,4
0.0007337924638929234,0.09,0.9031957258434475,0.7898448119615336,-0.4420984376824817,0.11335091388191394,0.08930010848205779,4715,4
0.0002743830311563958,0.055,0.9035730693920956,0.7901290230131287,-0.4425048401350188,0.11344404637896682,0.08941633555424877,4715,4
0.0004487094833883728,0.07,0.9064483383013016,0.7922929163376449,-0.4455936591992792,0.11415542196365665,0.09030233821462866,4715,4
3e-05,0.060000000000000005,0.9113942969394545,0.8168246693957424,0.6331468954624866,0.0945696275437121,-0.06442661046142686,4715,4
0.00035088212858554386,0.060000000000000005,0.9254375160726247,0.8065115770235826,-0.4656240036661128,0.11892593904904211,0.09616851527701673,4715,4
6.273837315547647e-05,0.025,0.9345145752591563,0.813262325934002,-0.4749716441965628,0.12125224932515423,0.09898302406897008,4715,4
0.0007337924638929234,0.08499999999999999,0.9381813707315573,0.8159501727178295,-0.4786678320926846,0.12223119801372777,0.10013855029900565,4715,4
0.0005738114998740221,0.07500000000000001,0.9395625284246996,0.816961324785623,-0.4800548012160479,0.12260120363907656,0.10057426196642064,4715,4
3.83641211819922e-05,0.07,0.9402184882381583,0.8438102203039985,0.6699729073912483,0.09640826793415978,-0.06710805653959247,4715,4
6.273837315547647e-05,0.09,0.9452315136591869,0.8485051639890232,0.6763540081683453,0.09672634967016373,-0.06756610215002534,4715,4
0.00016778350040221708,0.04,0.9482471033781152,0.823303633750789,-0.48871348885946114,0.12494346962732628,0.10332158312186351,4715,4
4.906019313555284e-05,0.08,0.9500962084884883,0.8530640870675492,0.6825152023300527,0.0970321214209391,-0.06800489324990311,4715,4
0.00021456221805898323,0.045,0.9515192123572294,0.8256863146073143,-0.4919485801957697,0.125832897749915,0.10436060488346016,4715,4
0.0004487094833883728,0.065,0.952254848602065,0.8262214572677685,-0.4926739274184898,0.12603339133429642,0.10459441504430408,4715,4
0.00013120344887319337,0.035,0.9549300837806591,0.8281659319051636,-0.4953055218147998,0.12676415187549553,0.10544537320462433,4715,4
0.0002743830311563958,0.05,0.9626868229281875,0.8337902666086355,-0.502881154295463,0.12889655631955196,0.10791780358394737,4715,4
0.00010259855680060184,0.030000000000000002,0.9748758045079152,0.8426061558478636,-0.5145818027603607,0.13226964866005167,0.11179824566150737,4715,4
0.0007337924638929234,0.08,0.9767444366128906,0.8439574813016462,-0.5163480133224594,0.13278695531124446,0.11239019414696402,4715,4
